arch,compiler,commit_hash,method,test,omp_threads,wallclock_seconds
Sapphire Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,16,602.4
Sapphire Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,16,602.5
Sapphire Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,16,602
Sapphire Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,32,342.9
Sapphire Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,32,341.4
Sapphire Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,32,341.4
Sapphire Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,64,219.3
Sapphire Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,64,218.1
Sapphire Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,64,218.5
Sapphire Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,8,332.2
Sapphire Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,8,331.6
Sapphire Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,8,330.4
Sapphire Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,16,233.7
Sapphire Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,16,234
Sapphire Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,16,233.5
Sapphire Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,32,186.5
Sapphire Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,32,186.2
Sapphire Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,32,186.2
Sapphire Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,64,164.8
Sapphire Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,64,165.4
Sapphire Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,64,165.7
Sapphire Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,8,632.3
Sapphire Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,8,629.1
Sapphire Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,8,623.6
Sapphire Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,16,369.8
Sapphire Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,16,368.6
Sapphire Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,16,368.1
Sapphire Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,32,240.1
Sapphire Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,32,240.3
Sapphire Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,32,241.4
Sapphire Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,64,186
Sapphire Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,64,184.8
Sapphire Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,64,185.1
Sapphire Rapids,ifx,93c43202ce,Method 3,15M_dynamo,8,1124.9
Sapphire Rapids,ifx,93c43202ce,Method 3,15M_dynamo,8,1122.4
Sapphire Rapids,ifx,93c43202ce,Method 3,15M_dynamo,8,1121.4
Sapphire Rapids,ifx,93c43202ce,Method 3,15M_dynamo,16,728.2
Sapphire Rapids,ifx,93c43202ce,Method 3,15M_dynamo,16,729.4
Sapphire Rapids,ifx,93c43202ce,Method 3,15M_dynamo,16,725.4
Sapphire Rapids,ifx,93c43202ce,Method 3,15M_dynamo,32,543.4
Sapphire Rapids,ifx,93c43202ce,Method 3,15M_dynamo,32,542.3
Sapphire Rapids,ifx,93c43202ce,Method 3,15M_dynamo,32,541.2
Sapphire Rapids,ifx,93c43202ce,Method 3,15M_dynamo,64,469.2
Sapphire Rapids,ifx,93c43202ce,Method 3,15M_dynamo,64,469
Sapphire Rapids,ifx,93c43202ce,Method 3,15M_dynamo,64,471.3
Sapphire Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,8,830.9
Sapphire Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,8,833
Sapphire Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,8,831.3
Sapphire Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,16,441.3
Sapphire Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,16,439.1
Sapphire Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,16,436.4
Sapphire Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,32,248.3
Sapphire Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,32,248.2
Sapphire Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,32,250.7
Sapphire Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,64,164
Sapphire Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,64,163.1
Sapphire Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,64,165.8
Sapphire Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,8,320.4
Sapphire Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,8,317.7
Sapphire Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,8,318.6
Sapphire Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,16,223.4
Sapphire Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,16,221.8
Sapphire Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,16,222.1
Sapphire Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,32,176
Sapphire Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,32,175.5
Sapphire Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,32,175.5
Sapphire Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,64,154.5
Sapphire Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,64,155.8
Sapphire Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,64,155.1
Sapphire Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,8,612.1
Sapphire Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,8,612.8
Sapphire Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,8,612.3
Sapphire Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,16,356.7
Sapphire Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,16,355.8
Sapphire Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,16,355.5
Sapphire Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,32,232.4
Sapphire Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,32,232.5
Sapphire Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,32,234.4
Sapphire Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,64,177.2
Sapphire Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,64,178.7
Sapphire Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,64,179.3
Sapphire Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,8,1148.8
Sapphire Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,8,1143.7
Sapphire Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,8,1147.6
Sapphire Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,16,761.1
Sapphire Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,16,757.9
Sapphire Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,16,761
Sapphire Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,32,587.9
Sapphire Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,32,594.6
Sapphire Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,32,591
Sapphire Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,64,557.6
Sapphire Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,64,560.5
Sapphire Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,64,563.5
Sapphire Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,8,849.1
Sapphire Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,8,1006.3
Sapphire Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,8,1008.8
Sapphire Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,16,508.3
Sapphire Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,16,509.1
Sapphire Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,16,509.3
Sapphire Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,32,283.7
Sapphire Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,32,284.3
Sapphire Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,32,284.4
Sapphire Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,64,207.1
Sapphire Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,64,199.6
Sapphire Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,64,208.3
Sapphire Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,8,322.4
Sapphire Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,8,321.9
Sapphire Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,8,320.4
Sapphire Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,16,226.2
Sapphire Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,16,226.2
Sapphire Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,16,225.2
Sapphire Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,32,182.6
Sapphire Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,32,182.3
Sapphire Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,32,182.6
Sapphire Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,64,170.3
Sapphire Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,64,170.7
Sapphire Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,64,168
Sapphire Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,8,657
Sapphire Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,8,653.6
Sapphire Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,8,656.8
Sapphire Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,16,377.5
Sapphire Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,16,376.3
Sapphire Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,16,379.7
Sapphire Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,32,250.4
Sapphire Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,32,250.9
Sapphire Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,32,251.7
Sapphire Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,64,205.1
Sapphire Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,64,207.6
Sapphire Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,64,207.3
